Country,Crime name,Year,Age,Sex,No of recorded cases,Source
Sweden,Sexual Exploitation,2021,Total,Total,6202,IAFQ
Uruguay,Sexual Exploitation,2021,Total,Total,356,IAFQ
Holy See,Sexual Exploitation,2021,Total,Total,0,IAFQ
Saint Vincent and the Grenadines,Sexual Exploitation,2021,Total,Total,46,IAFQ
Albania,Sexual Exploitation,2022,Total,Total,219,IAFQ
United Arab Emirates,Sexual Exploitation,2022,Total,Total,23,IAFQ
Antigua and Barbuda,Sexual Exploitation,2022,Total,Total,0,IAFQ
Australia,Sexual Exploitation,2022,Total,Total,1536,IAFQ
Austria,Sexual Exploitation,2022,Total,Total,2239,IAFQ
Belgium,Sexual Exploitation,2022,Total,Total,2255,IAFQ
Bulgaria,Sexual Exploitation,2022,Total,Total,65,IAFQ
Bahamas,Sexual Exploitation,2022,Total,Total,0,IAFQ
Bosnia and Herzegovina,Sexual Exploitation,2022,Total,Total,18,IAFQ
Belize,Sexual Exploitation,2022,Total,Total,1,IAFQ
Bolivia (Plurinational State of),Sexual Exploitation,2022,Total,Total,148,IAFQ
Barbados,Sexual Exploitation,2022,Total,Total,0,IAFQ
Canada,Sexual Exploitation,2022,Total,Total,12388,IAFQ
Switzerland,Sexual Exploitation,2022,Total,Total,2006,IAFQ
Chile,Sexual Exploitation,2022,Total,Total,89,IAFQ
Colombia,Sexual Exploitation,2022,Total,Total,1472,IAFQ
Costa Rica,Sexual Exploitation,2022,Total,Total,89,IAFQ
Cyprus,Sexual Exploitation,2022,Total,Total,173,IAFQ
Czechia,Sexual Exploitation,2022,Total,Total,948,IAFQ
Germany,Sexual Exploitation,2022,Total,Total,54055,IAFQ
Dominica,Sexual Exploitation,2022,Total,Total,0,IAFQ
Denmark,Sexual Exploitation,2022,Total,Total,3365,IAFQ
Algeria,Sexual Exploitation,2022,Total,Total,260,IAFQ
Ecuador,Sexual Exploitation,2022,Total,Total,413,IAFQ
Spain,Sexual Exploitation,2022,Total,Total,1307,IAFQ
Finland,Sexual Exploitation,2022,Total,Total,953,IAFQ
France,Sexual Exploitation,2022,Total,Total,12421,IAFQ
United Kingdom (England and Wales),Sexual Exploitation,2022,Total,Total,1233,IAFQ
Greece,Sexual Exploitation,2022,Total,Total,383,IAFQ
Grenada,Sexual Exploitation,2022,Total,Total,0,IAFQ
Guatemala,Sexual Exploitation,2022,Total,Total,41,IAFQ
Guyana,Sexual Exploitation,2022,Total,Total,23,IAFQ
Honduras,Sexual Exploitation,2022,Total,Total,938,IAFQ
Croatia,Sexual Exploitation,2022,Total,Total,613,IAFQ
Hungary,Sexual Exploitation,2022,Total,Total,462,IAFQ
Ireland,Sexual Exploitation,2022,Total,Total,610,IAFQ
Iceland,Sexual Exploitation,2022,Total,Total,0,IAFQ
Israel,Sexual Exploitation,2022,Total,Total,470,IAFQ
Italy,Sexual Exploitation,2022,Total,Total,2247,IAFQ
Jamaica,Sexual Exploitation,2022,Total,Total,0,IAFQ
Saint Lucia,Sexual Exploitation,2022,Total,Total,0,IAFQ
Lithuania,Sexual Exploitation,2022,Total,Total,429,IAFQ
Luxembourg,Sexual Exploitation,2022,Total,Total,7,IAFQ
Latvia,Sexual Exploitation,2022,Total,Total,220,IAFQ
"China, Macao Special Administrative Region",Sexual Exploitation,2022,Total,Total,15,IAFQ
Morocco,Sexual Exploitation,2022,Total,Total,5,IAFQ
Republic of Moldova,Sexual Exploitation,2022,Total,Total,40,IAFQ
Mexico,Sexual Exploitation,2022,Total,Total,8054,IAFQ
Malta,Sexual Exploitation,2022,Total,Total,20,IAFQ
Mongolia,Sexual Exploitation,2022,Total,Total,2,IAFQ
Netherlands (Kingdom of the),Sexual Exploitation,2022,Total,Total,565,IAFQ
Norway,Sexual Exploitation,2022,Total,Total,1749,IAFQ
New Zealand,Sexual Exploitation,2022,Total,Total,1091,IAFQ
Panama,Sexual Exploitation,2022,Total,Total,419,IAFQ
Peru,Sexual Exploitation,2022,Total,Total,162,IAFQ
Poland,Sexual Exploitation,2022,Total,Total,5436,IAFQ
Portugal,Sexual Exploitation,2022,Total,Total,409,IAFQ
Paraguay,Sexual Exploitation,2022,Total,Total,4,IAFQ
Romania,Sexual Exploitation,2022,Total,Total,1271,IAFQ
El Salvador,Sexual Exploitation,2022,Total,Total,41,IAFQ
Serbia,Sexual Exploitation,2022,Total,Total,148,IAFQ
Slovakia,Sexual Exploitation,2022,Total,Total,9,IAFQ
Slovenia,Sexual Exploitation,2022,Total,Total,189,IAFQ
Sweden,Sexual Exploitation,2022,Total,Total,5116,IAFQ
Uruguay,Sexual Exploitation,2022,Total,Total,428,IAFQ
Holy See,Sexual Exploitation,2022,Total,Total,0,IAFQ
Saint Vincent and the Grenadines,Sexual Exploitation,2022,Total,Total,57,IAFQ
Albania,Sexual Exploitation,2023,Total,Total,121,IAFQ
Antigua and Barbuda,Sexual Exploitation,2023,Total,Total,0,IAFQ
Australia,Sexual Exploitation,2023,Total,Total,1586,IAFQ
Austria,Sexual Exploitation,2023,Total,Total,2401,IAFQ
Belgium,Sexual Exploitation,2023,Total,Total,1997,IAFQ
Bulgaria,Sexual Exploitation,2023,Total,Total,63,IAFQ
Bosnia and Herzegovina,Sexual Exploitation,2023,Total,Total,77,IAFQ/NA
Bolivia (Plurinational State of),Sexual Exploitation,2023,Total,Total,183,IAFQ
Barbados,Sexual Exploitation,2023,Total,Total,0,IAFQ
Canada,Sexual Exploitation,2023,Total,Total,11534,IAFQ
Switzerland,Sexual Exploitation,2023,Total,Total,1898,IAFQ/NA
Chile,Sexual Exploitation,2023,Total,Total,77,IAFQ
Colombia,Sexual Exploitation,2023,Total,Total,1095,IAFQ
Costa Rica,Sexual Exploitation,2023,Total,Total,101,IAFQ/NA
Cyprus,Sexual Exploitation,2023,Total,Total,185,IAFQ/NA
Czechia,Sexual Exploitation,2023,Total,Total,878,IAFQ
Germany,Sexual Exploitation,2023,Total,Total,59351,IAFQ
Denmark,Sexual Exploitation,2023,Total,Total,2974,IAFQ
Ecuador,Sexual Exploitation,2023,Total,Total,447,IAFQ
Spain,Sexual Exploitation,2023,Total,Total,1717,IAFQ
Finland,Sexual Exploitation,2023,Total,Total,1303,IAFQ
France,Sexual Exploitation,2023,Total,Total,14208,IAFQ
Greece,Sexual Exploitation,2023,Total,Total,416,IAFQ
Grenada,Sexual Exploitation,2023,Total,Total,0,IAFQ
Guatemala,Sexual Exploitation,2023,Total,Total,174,IAFQ
Guyana,Sexual Exploitation,2023,Total,Total,27,IAFQ
Honduras,Sexual Exploitation,2023,Total,Total,325,IAFQ
Croatia,Sexual Exploitation,2023,Total,Total,736,IAFQ
Hungary,Sexual Exploitation,2023,Total,Total,802,IAFQ
Ireland,Sexual Exploitation,2023,Total,Total,457,IAFQ/NA
Iceland,Sexual Exploitation,2023,Total,Total,0,IAFQ
Israel,Sexual Exploitation,2023,Total,Total,478,IAFQ
Italy,Sexual Exploitation,2023,Total,Total,1883,IAFQ
Jamaica,Sexual Exploitation,2023,Total,Total,0,IAFQ/NA
